day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
1;389400;AMETHYSTS;9996;1;9995;20;;;9998;3;10004;1;10005;20;9997.0;7066.0
1;389500;STARFRUIT;5028;30;;;;;5029;1;5035;30;;;5028.5;4526.453125
1;389500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;7072.0
1;389600;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;7072.0
1;389600;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;4516.96875
1;389700;STARFRUIT;5028;22;;;;;5035;22;;;;;5031.5;4519.828125
1;389700;AMETHYSTS;9998;6;9996;1;9995;21;10004;1;10005;21;;;10001.0;7072.0
1;389800;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7072.0
1;389800;STARFRUIT;5029;29;;;;;5036;29;;;;;5032.5;4531.453125
1;389900;AMETHYSTS;10002;12;9996;1;9995;24;10004;1;10005;24;;;10003.0;7072.0
1;389900;STARFRUIT;5029;1;5028;24;;;5033;6;5035;25;;;5031.0;4528.40625
1;390000;AMETHYSTS;9998;3;9995;28;;;10005;28;;;;;10001.5;7096.0
1;390000;STARFRUIT;5029;2;5028;28;;;5035;28;;;;;5032.0;4526.9453125
1;390100;STARFRUIT;5028;29;;;;;5035;29;;;;;5031.5;4524.8671875
1;390100;AMETHYSTS;9995;29;;;;;10002;8;10005;29;;;9998.5;7096.0
1;390200;AMETHYSTS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;7096.0
1;390200;STARFRUIT;5029;2;5028;22;;;5030;3;5035;24;;;5029.5;4537.15625
1;390300;AMETHYSTS;9996;2;9995;25;;;9998;1;10002;9;10004;2;9997.0;7098.0
1;390300;STARFRUIT;5028;27;;;;;5035;27;;;;;5031.5;4533.7578125
1;390400;AMETHYSTS;9995;20;;;;;9998;1;10002;10;10005;20;9996.5;7100.0
1;390400;STARFRUIT;5028;20;;;;;5035;20;;;;;5031.5;4537.125
1;390500;STARFRUIT;5028;20;;;;;5029;8;5035;20;;;5028.5;4532.6015625
1;390500;AMETHYSTS;9998;4;9995;20;;;10005;20;;;;;10001.5;7102.0
1;390600;AMETHYSTS;9996;1;9995;23;;;10002;5;10004;1;10005;23;9999.0;7102.0
1;390600;STARFRUIT;5028;1;5027;23;;;5032;4;5034;24;;;5030.0;4524.8125
1;390700;AMETHYSTS;9998;2;9996;2;9995;30;10004;2;10005;30;;;10001.0;7102.0
1;390700;STARFRUIT;5028;2;5027;30;;;5034;32;;;;;5031.0;4528.359375
1;390800;AMETHYSTS;9998;5;9995;27;;;10005;27;;;;;10001.5;7102.0
1;390800;STARFRUIT;5027;27;;;;;5028;1;5034;27;;;5027.5;4523.75
1;390900;STARFRUIT;5028;2;5027;20;;;5034;22;;;;;5031.0;4526.9375
1;390900;AMETHYSTS;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;7102.0
1;391000;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;7102.0
1;391000;STARFRUIT;5027;28;;;;;5028;8;5032;7;5034;28;5027.5;4519.8671875
1;391100;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;7102.0
1;391100;STARFRUIT;5027;27;;;;;5034;27;;;;;5030.5;4520.421875
1;391200;AMETHYSTS;9998;9;9995;24;;;10005;24;;;;;10001.5;7102.0
1;391200;STARFRUIT;5027;24;;;;;5032;7;5034;24;;;5029.5;4513.9609375
1;391300;STARFRUIT;5027;2;5026;29;;;5028;5;5033;2;5034;29;5027.5;4509.328125
1;391300;AMETHYSTS;9996;2;9995;29;;;10002;8;10004;2;10005;29;9999.0;7102.0
1;391400;AMETHYSTS;9995;22;;;;;9998;1;10005;22;;;9996.5;7102.0
1;391400;STARFRUIT;5027;22;;;;;5034;22;;;;;5030.5;4510.0546875
1;391500;AMETHYSTS;9996;1;9995;23;;;9998;6;10002;8;10004;1;9997.0;7104.0
1;391500;STARFRUIT;5027;24;;;;;5034;24;;;;;5030.5;4519.546875
1;391600;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;7116.0
1;391600;STARFRUIT;5028;6;5027;21;;;5034;21;;;;;5031.0;4519.7734375
1;391700;STARFRUIT;5032;1;5027;21;;;5034;21;;;;;5033.0;4516.171875
1;391700;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;7116.0
1;391800;AMETHYSTS;9996;2;9995;27;;;10002;7;10004;2;10005;27;9999.0;7116.0
1;391800;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;4538.08203125
1;391900;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;7116.0
1;391900;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;4542.76171875
1;392000;STARFRUIT;5027;24;;;;;5034;24;;;;;5030.5;4547.59375
1;392000;AMETHYSTS;10002;1;9995;24;;;10005;24;;;;;10003.5;7116.0
1;392100;STARFRUIT;5027;20;;;;;5034;20;;;;;5030.5;4540.296875
1;392100;AMETHYSTS;9995;20;;;;;9998;3;10005;20;;;9996.5;7118.0
1;392200;STARFRUIT;5027;30;;;;;5032;4;5034;30;;;5029.5;4547.3671875
1;392200;AMETHYSTS;9996;1;9995;29;;;10002;3;10004;1;10005;29;9999.0;7124.0
1;392300;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;7124.0
1;392300;STARFRUIT;5028;5;5027;20;;;5034;20;;;;;5031.0;4542.90234375
1;392400;STARFRUIT;5027;28;;;;;5034;29;;;;;5030.5;4545.17578125
1;392400;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7124.0
1;392500;STARFRUIT;5028;2;5027;27;;;5033;1;5034;26;;;5030.5;4540.37890625
1;392500;AMETHYSTS;10002;1;9996;1;9995;26;10004;1;10005;26;;;10003.0;7124.0
1;392600;STARFRUIT;5027;1;5026;22;;;5031;7;5033;23;;;5029.0;4536.94921875
1;392600;AMETHYSTS;9996;1;9995;22;;;9998;2;10004;1;10005;22;9997.0;7126.0
1;392700;AMETHYSTS;9996;1;9995;20;;;10002;7;10004;1;10005;20;9999.0;7130.0
1;392700;STARFRUIT;5027;21;;;;;5034;21;;;;;5030.5;4543.8984375
1;392800;STARFRUIT;5027;28;;;;;5034;28;;;;;5030.5;4539.6015625
1;392800;AMETHYSTS;9995;28;;;;;10002;5;10005;28;;;9998.5;7130.0
1;393000;STARFRUIT;5027;48;;;;;5028;3;5034;50;;;5027.5;4555.48046875
1;393000;AMETHYSTS;9996;2;9995;48;;;9998;1;10002;10;10004;2;9997.0;7130.0
1;393100;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;7132.0
1;393100;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;4566.296875
1;393200;STARFRUIT;5029;8;5028;26;;;5035;26;;;;;5032.0;4577.5625
1;393200;AMETHYSTS;9995;26;;;;;10002;4;10005;26;;;9998.5;7138.0
1;393300;STARFRUIT;5029;1;5028;28;;;5035;29;;;;;5032.0;4582.0625
1;393300;AMETHYSTS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;7138.0
1;393400;STARFRUIT;5033;1;5028;28;;;5035;28;;;;;5034.0;4575.58203125
1;393400;AMETHYSTS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;7138.0
1;393500;AMETHYSTS;9998;3;9995;26;;;10005;26;;;;;10001.5;7140.0
1;393500;STARFRUIT;5032;3;5028;26;;;5035;26;;;;;5033.5;4574.71484375
1;393600;STARFRUIT;5028;31;;;;;5034;1;5035;30;;;5031.0;4574.65625
1;393600;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;7140.0
1;393700;STARFRUIT;5029;7;5028;26;;;5035;26;;;;;5032.0;4573.7421875
1;393700;AMETHYSTS;10002;1;9998;7;9995;26;10005;26;;;;;10003.5;7140.0
1;393800;STARFRUIT;5028;26;;;;;5029;1;5035;26;;;5028.5;4578.9609375
1;393800;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;7142.0
1;393900;AMETHYSTS;9996;2;9995;28;;;10002;10;10004;2;10005;28;9999.0;7142.0
1;393900;STARFRUIT;5029;2;5028;30;;;5035;30;;;;;5032.0;4579.04296875
1;394000;STARFRUIT;5028;21;;;;;5035;21;;;;;5031.5;4575.5234375
1;394000;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;7142.0
1;394100;STARFRUIT;5028;28;;;;;5035;28;;;;;5031.5;4581.03125
1;394100;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;7142.0
1;394200;STARFRUIT;5028;27;;;;;5035;27;;;;;5031.5;4583.1484375
1;394200;AMETHYSTS;9998;6;9995;27;;;10005;27;;;;;10001.5;7142.0
1;394300;AMETHYSTS;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;7142.0
1;394300;STARFRUIT;5028;27;;;;;5033;8;5035;27;;;5030.5;4601.53125
1;394400;STARFRUIT;5028;27;;;;;5035;27;;;;;5031.5;4601.591796875
1;394400;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;7142.0
1;394500;STARFRUIT;5028;23;;;;;5035;23;;;;;5031.5;4630.9921875
1;394500;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;7142.0
1;394600;STARFRUIT;5029;1;5028;20;;;5033;3;5035;21;;;5031.0;4639.609375
1;394600;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;7142.0
1;394700;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;7142.0
1;394700;STARFRUIT;5029;1;5028;30;;;5035;31;;;;;5032.0;4638.234375
1;394800;STARFRUIT;5028;22;;;;;5035;22;;;;;5031.5;4630.7109375
1;394800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;7142.0
1;394900;STARFRUIT;5028;28;;;;;5035;28;;;;;5031.5;4629.84375
1;394900;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;7142.0
1;395000;STARFRUIT;5029;28;;;;;5036;28;;;;;5032.5;4645.0390625
1;395000;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;7142.0
1;395100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;7142.0
1;395100;STARFRUIT;5029;30;;;;;5034;2;5036;30;;;5031.5;4654.5078125
1;395200;STARFRUIT;5029;23;;;;;5034;2;5036;23;;;5031.5;4652.0078125
1;395200;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;7142.0
1;395300;STARFRUIT;5029;22;;;;;5036;22;;;;;5032.5;4646.625
1;395300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;7142.0
1;395400;STARFRUIT;5029;2;5028;24;;;5035;26;;;;;5032.0;4641.359375
1;395400;AMETHYSTS;9998;2;9996;2;9995;24;10004;2;10005;24;;;10001.0;7142.0
1;395500;AMETHYSTS;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;7142.0
1;395500;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;4651.7734375
1;395600;STARFRUIT;5029;30;;;;;5036;30;;;;;5032.5;4650.5859375
1;395600;AMETHYSTS;10002;4;9998;6;9996;1;10004;1;10005;29;;;10003.0;7144.0
1;395700;STARFRUIT;5034;3;5029;24;;;5036;24;;;;;5035.0;4654.09375
1;395700;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;7170.0
1;395800;STARFRUIT;5034;5;5029;20;;;5036;20;;;;;5035.0;4658.7578125
1;395800;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;7170.0
1;395900;AMETHYSTS;9996;2;9995;21;;;10002;9;10004;2;10005;21;9999.0;7174.0
1;395900;STARFRUIT;5029;23;;;;;5034;3;5036;23;;;5031.5;4669.2421875
1;396000;STARFRUIT;5029;29;;;;;5036;29;;;;;5032.5;4669.921875
1;396000;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7174.0
1;396100;STARFRUIT;5029;29;;;;;5036;29;;;;;5032.5;4668.2109375
1;396100;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7174.0
1;396200;STARFRUIT;5030;2;5029;27;;;5036;29;;;;;5033.0;4670.734375
1;396200;AMETHYSTS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;7174.0
1;396300;STARFRUIT;5030;28;;;;;5035;2;5037;28;;;5032.5;4673.62109375
1;396300;AMETHYSTS;9995;28;;;;;10002;10;10005;28;;;9998.5;7176.0
1;396400;STARFRUIT;5029;26;;;;;5036;26;;;;;5032.5;4669.0
1;396400;AMETHYSTS;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;7176.0
1;396500;STARFRUIT;5029;28;;;;;5030;1;5036;28;;;5029.5;4667.734375
1;396500;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;7176.0
1;396600;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;7176.0
1;396600;STARFRUIT;5029;22;;;;;5035;2;5036;20;;;5032.0;4667.49609375
1;396700;STARFRUIT;5029;31;;;;;5035;2;5036;29;;;5032.0;4667.0703125
1;396700;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;7176.0
1;396800;STARFRUIT;5029;27;;;;;5030;8;5036;27;;;5029.5;4669.74609375
1;396800;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;7176.0
1;396900;STARFRUIT;5029;30;;;;;5036;30;;;;;5032.5;4692.140625
1;396900;AMETHYSTS;9996;1;9995;29;;;10002;10;10004;1;10005;29;9999.0;7176.0
1;397000;AMETHYSTS;10000;4;9998;10;9996;2;10004;2;10005;29;;;10002.0;7176.0
1;397000;STARFRUIT;5032;5;5029;31;;;5034;8;5035;2;5036;29;5033.0;4683.78125
1;397100;STARFRUIT;5028;29;;;;;5035;29;;;;;5031.5;4667.8125
1;397100;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;7176.0
1;397200;STARFRUIT;5029;1;5028;22;;;5035;22;;;;;5032.0;4671.6171875
1;397200;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;7176.0
1;397300;STARFRUIT;5028;21;;;;;5033;2;5035;21;;;5030.5;4693.8671875
1;397300;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;7179.0
1;397400;AMETHYSTS;9996;2;9995;20;;;10002;6;10004;2;10005;20;9999.0;7179.0
1;397400;STARFRUIT;5028;22;;;;;5035;22;;;;;5031.5;4690.4453125
1;397500;STARFRUIT;5028;25;;;;;5035;25;;;;;5031.5;4688.44921875
1;397500;AMETHYSTS;9995;25;;;;;10002;3;10005;25;;;9998.5;7179.0
1;397600;STARFRUIT;5028;29;;;;;5035;29;;;;;5031.5;4689.6328125
1;397600;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;7179.0
1;397700;STARFRUIT;5028;28;;;;;5035;28;;;;;5031.5;4690.453125
1;397700;AMETHYSTS;9998;6;9996;2;9995;26;10004;2;10005;26;;;10001.0;7179.0
1;397800;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;7179.0
1;397800;STARFRUIT;5029;8;5028;30;;;5035;30;;;;;5032.0;4690.7421875
1;397900;STARFRUIT;5029;2;5028;20;;;5035;22;;;;;5032.0;4695.12109375
1;397900;AMETHYSTS;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;7179.0
1;398000;STARFRUIT;5028;24;;;;;5035;24;;;;;5031.5;4693.78515625
1;398000;AMETHYSTS;9995;24;;;;;9998;1;10005;24;;;9996.5;7179.0
1;398100;STARFRUIT;5033;4;5029;22;;;5036;22;;;;;5034.5;4698.42578125
1;398100;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;7181.0
1;398200;AMETHYSTS;9998;8;9996;2;9995;22;10004;2;10005;22;;;10001.0;7181.0
1;398200;STARFRUIT;5035;1;5029;24;;;5036;24;;;;;5035.5;4700.484375
1;398300;STARFRUIT;5030;4;5029;26;;;5036;28;;;;;5033.0;4706.20703125
1;398300;AMETHYSTS;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;7181.0
1;398400;STARFRUIT;5030;29;;;;;5037;29;;;;;5033.5;4707.7421875
1;398400;AMETHYSTS;10002;1;9998;6;9995;29;10005;29;;;;;10003.5;7187.0
1;398500;AMETHYSTS;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;7189.0
1;398500;STARFRUIT;5030;2;5029;32;;;5036;32;;;;;5033.0;4701.88671875
1;398600;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;7191.0
1;398600;STARFRUIT;5030;6;5029;30;;;5036;30;;;;;5033.0;4703.93359375
1;398700;STARFRUIT;5029;22;;;;;5036;22;;;;;5032.5;4701.25390625
1;398700;AMETHYSTS;9996;1;9995;21;;;10002;5;10004;1;10005;21;9999.0;7191.0
1;398800;AMETHYSTS;9996;2;9995;30;;;9998;1;10004;2;10005;30;9997.0;7191.0
1;398800;STARFRUIT;5028;32;;;;;5033;2;5035;32;;;5030.5;4695.4921875
1;398900;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;7193.0
1;398900;STARFRUIT;5033;1;5028;28;;;5035;28;;;;;5034.0;4692.015625
1;399000;AMETHYSTS;9998;7;9996;2;9995;26;10004;2;10005;26;;;10001.0;7193.0
1;399000;STARFRUIT;5029;3;5028;28;;;5035;28;;;;;5032.0;4695.0859375
1;399100;STARFRUIT;5027;28;;;;;5028;1;5034;28;;;5027.5;4688.21484375
1;399100;AMETHYSTS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;7193.0
1;399200;AMETHYSTS;9995;26;;;;;9998;1;10005;26;;;9996.5;7193.0
1;399200;STARFRUIT;5032;1;5027;3;5026;26;5034;26;;;;;5033.0;4688.08203125
1;399300;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7195.0
1;399300;STARFRUIT;5027;28;;;;;5032;7;5034;29;;;5029.5;4691.515625
1;399400;AMETHYSTS;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;7195.0
1;399400;STARFRUIT;5027;22;;;;;5028;1;5034;22;;;5027.5;4694.21875
1;399500;STARFRUIT;5027;25;;;;;5034;26;;;;;5030.5;4694.421875
1;399500;AMETHYSTS;9998;7;9996;1;9995;25;10004;1;10005;25;;;10001.0;7195.0
1;399600;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;7195.0
1;399600;STARFRUIT;5028;7;5027;31;;;5034;31;;;;;5031.0;4696.1953125
1;399700;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;7195.0
1;399700;STARFRUIT;5027;27;;;;;5034;27;;;;;5030.5;4696.98046875
1;399800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;7195.0
1;399800;STARFRUIT;5027;22;;;;;5034;22;;;;;5030.5;4693.1875
1;399900;STARFRUIT;5027;30;;;;;5033;1;5034;29;;;5030.0;4693.02734375
1;399900;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;7195.0
1;400000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;7195.0
1;400000;STARFRUIT;5027;26;;;;;5034;27;;;;;5030.5;4693.9765625
1;400100;AMETHYSTS;9995;25;;;;;10000;5;10005;25;;;9997.5;7195.0
1;400100;STARFRUIT;5027;5;5026;25;;;5029;5;5033;25;;;5028.0;4716.0
1;400200;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;7195.0
1;400200;STARFRUIT;5031;4;5027;2;5026;26;5033;2;5034;26;;;5032.0;4721.06640625
1;400300;STARFRUIT;5026;22;;;;;5033;22;;;;;5029.5;4719.634765625
1;400300;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;7195.0
1;400400;AMETHYSTS;9996;1;9995;23;;;10000;3;10004;1;10005;23;9998.0;7195.0
1;400400;STARFRUIT;5027;23;;;;;5030;3;5034;24;;;5028.5;4722.20703125
1;400500;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;7195.0
1;400500;STARFRUIT;5027;22;;;;;5034;22;;;;;5030.5;4728.03515625
1;400600;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;7195.0
1;400600;STARFRUIT;5033;1;5028;29;;;5035;29;;;;;5034.0;4732.06640625
1;400700;STARFRUIT;5028;29;;;;;5033;1;5035;29;;;5030.5;4732.109375
1;400700;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;7195.0
1;400800;STARFRUIT;5028;1;5027;22;;;5030;3;5034;23;;;5029.0;4730.5078125
1;400800;AMETHYSTS;9996;1;9995;22;;;10000;3;10002;3;10004;1;9998.0;7195.0
1;400900;AMETHYSTS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;7195.0
1;400900;STARFRUIT;5027;29;;;;;5034;29;;;;;5030.5;4728.5625
1;401000;STARFRUIT;5027;22;;;;;5034;22;;;;;5030.5;4729.078125
1;401000;AMETHYSTS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;7195.0
1;401100;STARFRUIT;5027;30;;;;;5033;2;5034;28;;;5030.0;4726.234375
1;401100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;7195.0
1;401200;STARFRUIT;5027;21;;;;;5028;1;5034;21;;;5027.5;4729.3515625
1;401200;AMETHYSTS;9998;9;9995;21;;;10005;21;;;;;10001.5;7195.0
1;401300;AMETHYSTS;9998;9;9995;30;;;10005;30;;;;;10001.5;7195.0
1;401300;STARFRUIT;5026;30;;;;;5033;30;;;;;5029.5;4724.328125
1;401400;STARFRUIT;5026;23;;;;;5033;23;;;;;5029.5;4722.93359375
1;401400;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;7195.0
1;401500;STARFRUIT;5033;1;5027;31;;;5034;31;;;;;5033.5;4731.9765625
1;401500;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;7195.0
1;401600;STARFRUIT;5029;8;5028;27;;;5035;27;;;;;5032.0;4742.24609375
1;401600;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;7195.0
1;401700;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;7199.0
1;401700;STARFRUIT;5028;23;;;;;5033;1;5035;23;;;5030.5;4741.3203125
1;401800;STARFRUIT;5028;22;;;;;5035;22;;;;;5031.5;4745.30859375
1;401800;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;7202.0
1;401900;STARFRUIT;5028;19;;;;;5033;2;5035;20;;;5030.5;4742.01171875
1;401900;AMETHYSTS;9998;9;9995;20;;;10005;20;;;;;10001.5;7202.0
1;402000;STARFRUIT;5028;29;;;;;5035;29;;;;;5031.5;4744.5
1;402000;AMETHYSTS;9995;29;;;;;10002;3;10005;29;;;9998.5;7202.0
1;402100;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;7202.0
1;402100;STARFRUIT;5028;22;;;;;5034;1;5035;22;;;5031.0;4741.12890625
1;402200;STARFRUIT;5027;21;;;;;5034;21;;;;;5030.5;4737.12890625
1;402200;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;7202.0
1;402300;STARFRUIT;5027;31;;;;;5034;31;;;;;5030.5;4731.828125
1;402300;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;7202.0
1;402400;STARFRUIT;5027;2;5026;29;;;5032;6;5033;2;5034;29;5029.5;4729.0703125
1;402400;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;7202.0
1;402500;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;7202.0
1;402500;STARFRUIT;5027;20;;;;;5034;21;;;;;5030.5;4731.8046875
1;402600;STARFRUIT;5029;4;5028;28;;;5034;1;5035;27;;;5031.5;4739.34765625
1;402600;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;7202.0
1;402700;STARFRUIT;5028;2;5027;27;;;5034;29;;;;;5031.0;4738.56640625
1;402700;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;7206.0
1;402800;STARFRUIT;5028;2;5027;28;;;5034;30;;;;;5031.0;4738.578125
1;402800;AMETHYSTS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;7206.0
1;402900;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;7208.0
1;402900;STARFRUIT;5028;1;5027;24;;;5034;25;;;;;5031.0;4738.78125
1;403000;STARFRUIT;5028;28;;;;;5035;28;;;;;5031.5;4745.71484375
1;403000;AMETHYSTS;9996;1;9995;27;;;10002;6;10004;1;10005;27;9999.0;7208.0
1;403100;STARFRUIT;5034;1;5029;24;;;5036;24;;;;;5035.0;4749.6171875
1;403100;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;7208.0
1;403200;STARFRUIT;5029;23;;;;;5035;1;5036;22;;;5032.0;4752.18359375
1;403200;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;7208.0
1;403300;AMETHYSTS;9996;2;9995;20;;;10002;7;10004;2;10005;20;9999.0;7208.0
1;403300;STARFRUIT;5028;22;;;;;5029;5;5035;22;;;5028.5;4744.95703125
1;403400;STARFRUIT;5027;28;;;;;5033;1;5034;27;;;5030.0;4738.9140625
1;403400;AMETHYSTS;9996;1;9995;27;;;10002;2;10004;1;10005;27;9999.0;7208.0
1;403500;STARFRUIT;5028;6;5027;26;;;5034;28;;;;;5031.0;4748.796875
1;403500;AMETHYSTS;10002;1;9996;2;9995;26;10004;2;10005;26;;;10003.0;7208.0
1;403600;STARFRUIT;5028;26;;;;;5035;26;;;;;5031.5;4752.7109375
1;403600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;7210.0
1;403700;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;7210.0
1;403700;STARFRUIT;5028;20;;;;;5033;6;5035;20;;;5030.5;4761.6953125
1;403800;STARFRUIT;5027;22;;;;;5032;2;5034;22;;;5029.5;4747.78125
1;403800;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;7210.0
1;403900;STARFRUIT;5033;1;5028;7;5027;24;5034;24;;;;;5033.5;4746.625
1;403900;AMETHYSTS;9998;7;9996;2;9995;22;10004;2;10005;22;;;10001.0;7210.0
1;404000;STARFRUIT;5027;21;;;;;5034;21;;;;;5030.5;4753.63671875
1;404000;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;7210.0
1;404100;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;7210.0
1;404100;STARFRUIT;5028;1;5027;30;;;5034;30;;;;;5031.0;4746.60546875
1;404200;STARFRUIT;5027;30;;;;;5034;30;;;;;5030.5;4743.80078125
1;404200;AMETHYSTS;9998;5;9995;30;;;10005;30;;;;;10001.5;7210.0
1;404300;STARFRUIT;5026;21;;;;;5033;21;;;;;5029.5;4740.73828125
1;404300;AMETHYSTS;9998;4;9995;21;;;10005;21;;;;;10001.5;7210.0
1;404400;STARFRUIT;5027;2;5026;28;;;5033;28;;;;;5030.0;4733.65625
1;404400;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;7210.0
1;404500;AMETHYSTS;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;7234.0
1;404500;STARFRUIT;5026;25;;;;;5031;6;5032;2;5033;23;5028.5;4730.19140625
